product_smiles,reactant_smiles,rxn_smiles,reactant_iupac,product_iupac
N#Cc1ccccc1CCC(=O)O,N#Cc1ccccc1C=CC(=O)O,[C:1](#[N:2])[c:3]1[c:4]([CH:9]=[CH:10][C:11](=[O:12])[OH:13])[cH:5][cH:6][cH:7][cH:8]1>>[C:1](#[N:2])[c:3]1[c:4]([CH2:9][CH2:10][C:11](=[O:12])[OH:13])[cH:5][cH:6][cH:7][cH:8]1,3-(2-cyanophenyl)prop-2-enoic acid,3-(2-cyanophenyl)propanoic acid
O=C(O)c1cccc(Cl)c1,O=C(OO)c1cccc(Cl)c1,[OH:16][O:17][C:18](=[O:19])[c:20]1[cH:21][cH:22][cH:23][c:24]([Cl:25])[cH:26]1>>[O:17]=[C:18]([OH:19])[c:20]1[cH:21][cH:22][cH:23][c:24]([Cl:25])[cH:26]1,3-chlorobenzenecarboperoxoic acid,3-chlorobenzoic acid
Fc1ccc(-c2cccs2)cc1,Brc1cccs1.OB(O)c1ccc(F)cc1,[Br:17][c:18]1[s:19][cH:20][cH:21][cH:22]1.[F:7][c:8]1[cH:9][cH:10][c:11]([B:14]([OH:15])[OH:16])[cH:12][cH:13]1>>[F:7][c:8]1[cH:9][cH:10][c:11](-[c:18]2[s:19][cH:20][cH:21][cH:22]2)[cH:12][cH:13]1,2-bromothiophene|(4-fluorophenyl)boronic acid,2-(4-fluorophenyl)thiophene
NCC12CCCN1CCC2,N#CC12CCCN1CCC2,[C:2](#[N:3])[C:4]12[CH2:5][CH2:6][CH2:7][N:8]1[CH2:9][CH2:10][CH2:11]2>>[CH2:2]([NH2:3])[C:4]12[CH2:5][CH2:6][CH2:7][N:8]1[CH2:9][CH2:10][CH2:11]2,"1,2,3,5,6,7-hexahydropyrrolizine-8-carbonitrile","1,2,3,5,6,7-hexahydropyrrolizin-8-ylmethanamine"
COC(=O)CN(C)c1ccccc1,O=C([O-])[O-].COC(=O)CNc1ccccc1,[C:13](=[O:14])([O-:15])[O-:16].[CH3:1][O:2][C:3]([CH2:4][NH:5][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)=[O:12]>>[CH3:1][O:2][C:3]([CH2:4][N:5]([c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[CH3:13])=[O:12],carbonate|methyl 2-anilinoacetate,methyl 2-(N-methylanilino)acetate
CCOC(=O)CC(O)CN=[N+]=[N-],CCOC(=O)CC(O)CCl.[N-]=[N+]=[N-],[Cl:1][CH2:2][CH:3]([CH2:4][C:5](=[O:6])[O:7][CH2:8][CH3:9])[OH:10].[N-:12]=[N+:13]=[N-:14]>>[CH2:2]([CH:3]([CH2:4][C:5](=[O:6])[O:7][CH2:8][CH3:9])[OH:10])[N:12]=[N+:13]=[N-:14],ethyl 4-chloro-3-hydroxybutanoate|azide,ethyl 4-azido-3-hydroxybutanoate
NCC(F)(F)c1ccccc1,NC(=O)C(F)(F)c1ccccc1,[F:1][C:2]([C:3](=[O:4])[NH2:5])([c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[F:12]>>[F:1][C:2]([CH2:3][NH2:5])([c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[F:12],"2,2-difluoro-2-phenylacetamide","2,2-difluoro-2-phenylethanamine"
CC(C)(C)c1ccccc1Oc1sccc1N=C=S,S=C(c1ncc[nH]1)c1ncc[nH]1.CC(C)(C)c1ccccc1Oc1sccc1N,[C:18](=[S:19])([c:20]1[nH:21][cH:22][cH:23][n:24]1)[c:25]1[nH:26][cH:27][cH:28][n:29]1.[C:1]([CH3:2])([CH3:3])([CH3:4])[c:5]1[c:6]([O:7][c:8]2[s:9][cH:10][cH:11][c:12]2[NH2:13])[cH:14][cH:15][cH:16][cH:17]1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[c:5]1[c:6]([O:7][c:8]2[s:9][cH:10][cH:11][c:12]2[N:13]=[C:18]=[S:19])[cH:14][cH:15][cH:16][cH:17]1,bis(1H-imidazol-2-yl)methanethione|2-(2-tert-butylphenoxy)thiophen-3-amine,2-(2-tert-butylphenoxy)-3-isothiocyanatothiophene
COc1c(C)cc(C(=O)CCCCCBr)c(C)c1OC,O=C(Cl)CCCCCBr.COc1c(C)ccc(C)c1OC,[Br:17][CH2:18][CH2:19][CH2:20][CH2:21][CH2:22][C:23](=[O:24])[Cl:25].[CH3:1][c:2]1[c:3]([O:11][CH3:12])[c:4]([O:9][CH3:10])[c:5]([CH3:8])[cH:6][cH:7]1>>[CH3:1][c:2]1[c:3]([O:11][CH3:12])[c:4]([O:9][CH3:10])[c:5]([CH3:8])[cH:6][c:7]1[C:23]([CH2:22][CH2:21][CH2:20][CH2:19][CH2:18][Br:17])=[O:24],"6-bromohexanoyl chloride|2,3-dimethoxy-1,4-dimethylbenzene","6-bromo-1-(3,4-dimethoxy-2,5-dimethylphenyl)hexan-1-one"
COc1nc(-c2ccccc2Cl)c2ccsc2n1,CI.O=c1nc(-c2ccccc2Cl)c2ccsc2[nH]1,[CH3:20][I:21].[Cl:1][c:2]1[c:3](-[c:8]2[c:9]3[c:10]([nH:11][c:12](=[O:14])[n:13]2)[s:15][cH:16][cH:17]3)[cH:4][cH:5][cH:6][cH:7]1>>[Cl:1][c:2]1[c:3](-[c:8]2[c:9]3[c:10]([n:11][c:12]([O:14][CH3:20])[n:13]2)[s:15][cH:16][cH:17]3)[cH:4][cH:5][cH:6][cH:7]1,"iodomethane|4-(2-chlorophenyl)-3H-thieno[2,3-d]pyrimidin-2-one","4-(2-chlorophenyl)-2-methoxythieno[2,3-d]pyrimidine"
C#CCNc1ccc(F)cc1N,C#CCNc1ccc(F)cc1[N+](=O)[O-],[CH2:1]([C:2]#[CH:3])[NH:4][c:5]1[c:6]([N+:12]([O-:13])=[O:14])[cH:7][c:8]([F:11])[cH:9][cH:10]1>>[CH2:1]([C:2]#[CH:3])[NH:4][c:5]1[c:6]([NH2:12])[cH:7][c:8]([F:11])[cH:9][cH:10]1,4-fluoro-2-nitro-N-prop-2-ynylaniline,"4-fluoro-1-N-prop-2-ynylbenzene-1,2-diamine"
CC(C)(CC(=O)O)CC(=O)OC(C)(C)C,CC(C)(C)[O-].CC1(C)CC(=O)OC(=O)C1,[CH3:11][C:12]([CH3:13])([O-:14])[CH3:15].[CH3:1][C:2]1([CH3:10])[CH2:3][C:4](=[O:5])[O:6][C:7](=[O:9])[CH2:8]1>>[CH3:1][C:2]([CH2:3][C:4](=[O:5])[OH:6])([CH2:8][C:7](=[O:9])[O:14][C:12]([CH3:11])([CH3:13])[CH3:15])[CH3:10],"2-methylpropan-2-olate|4,4-dimethyloxane-2,6-dione","3,3-dimethyl-5-[(2-methylpropan-2-yl)oxy]-5-oxopentanoic acid"
COC(=O)NC(=O)c1ccc(C=NO)cc1C,COC(=O)NC(=O)c1ccc(C=O)cc1C.NO,[CH:1](=[O:2])[c:3]1[cH:4][c:5]([CH3:16])[c:6]([C:7](=[O:8])[NH:9][C:10]([O:11][CH3:12])=[O:13])[cH:14][cH:15]1.[NH2:18][OH:19]>>[CH:1]([c:3]1[cH:4][c:5]([CH3:16])[c:6]([C:7](=[O:8])[NH:9][C:10]([O:11][CH3:12])=[O:13])[cH:14][cH:15]1)=[N:18][OH:19],methyl N-(4-formyl-2-methylbenzoyl)carbamate|hydroxylamine,methyl N-[4-(hydroxyiminomethyl)-2-methylbenzoyl]carbamate
Cc1[nH]c(C(C)(C)C)nc1C=O,Cc1[nH]c(C(C)(C)C)nc1CO,[C:1]([CH3:2])([CH3:3])([CH3:4])[c:5]1[nH:6][c:7]([CH3:12])[c:8]([CH2:10][OH:11])[n:9]1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[c:5]1[nH:6][c:7]([CH3:12])[c:8]([CH:10]=[O:11])[n:9]1,(2-tert-butyl-5-methyl-1H-imidazol-4-yl)methanol,2-tert-butyl-5-methyl-1H-imidazole-4-carbaldehyde
Cc1ccc2c(c1)S(=O)(=O)N=C(NC(C)C)N2,CC(C)N=C=S.Cc1ccc(N)c(S(N)(=O)=O)c1,[CH:13]([CH3:14])([CH3:15])[N:16]=[C:17]=[S:18].[NH2:1][c:2]1[c:3]([S:9](=[O:10])(=[O:11])[NH2:12])[cH:4][c:5]([CH3:8])[cH:6][cH:7]1>>[NH:1]1[c:2]2[c:3]([cH:4][c:5]([CH3:8])[cH:6][cH:7]2)[S:9](=[O:10])(=[O:11])[N:12]=[C:17]1[NH:16][CH:13]([CH3:14])[CH3:15],2-isothiocyanatopropane|2-amino-5-methylbenzenesulfonamide,"7-methyl-1,1-dioxo-N-propan-2-yl-4H-1lambda6,2,4-benzothiadiazin-3-imine"
COCc1cc(OC)c(C(=O)CBr)c(OC)c1,O=C1CCC(=O)N1Br.COCc1cc(OC)c(C(C)=O)c(OC)c1,[Br:39][N:40]1[C:41](=[O:42])[CH2:43][CH2:44][C:45]1=[O:46].[CH3:1][O:2][c:3]1[c:4]([C:14]([CH3:15])=[O:16])[c:5]([O:12][CH3:13])[cH:6][c:7]([CH2:9][O:10][CH3:11])[cH:8]1>>[CH3:1][O:2][c:3]1[c:4]([C:14]([CH2:15][Br:39])=[O:16])[c:5]([O:12][CH3:13])[cH:6][c:7]([CH2:9][O:10][CH3:11])[cH:8]1,"1-bromopyrrolidine-2,5-dione|1-[2,6-dimethoxy-4-(methoxymethyl)phenyl]ethanone","2-bromo-1-[2,6-dimethoxy-4-(methoxymethyl)phenyl]ethanone"
CCc1c(O)ccc2c1CCCC2,CC(=O)c1c(O)ccc2c1CCCC2,[C:1]([CH3:2])(=[O:3])[c:4]1[c:5]2[c:10]([cH:11][cH:12][c:13]1[OH:14])[CH2:9][CH2:8][CH2:7][CH2:6]2>>[CH2:1]([CH3:2])[c:4]1[c:5]2[c:10]([cH:11][cH:12][c:13]1[OH:14])[CH2:9][CH2:8][CH2:7][CH2:6]2,"1-(2-hydroxy-5,6,7,8-tetrahydronaphthalen-1-yl)ethanone","1-ethyl-5,6,7,8-tetrahydronaphthalen-2-ol"
COc1ccc(S(N)(=O)=O)cc1C(O)CN,COc1ccc(S(N)(=O)=O)cc1C(O)CN,[NH2:1][CH2:2][CH:3]([OH:4])[c:5]1[c:6]([O:15][CH3:16])[cH:7][cH:8][c:9]([S:11]([NH2:12])(=[O:13])=[O:14])[cH:10]1>>[NH2:1][CH2:2][CH:3]([OH:4])[c:5]1[c:6]([O:15][CH3:16])[cH:7][cH:8][c:9]([S:11]([NH2:12])(=[O:13])=[O:14])[cH:10]1,3-(2-amino-1-hydroxyethyl)-4-methoxybenzenesulfonamide,3-(2-amino-1-hydroxyethyl)-4-methoxybenzenesulfonamide
N=C(N)SCC1=Cc2cc(Br)ccc2CCC1,ClCC1=Cc2cc(Br)ccc2CCC1.NC(N)=S,[Br:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:14]1)[CH:7]=[C:8]([CH2:12][Cl:13])[CH2:9][CH2:10][CH2:11]2.[NH2:15][C:16]([NH2:17])=[S:18]>>[Br:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:14]1)[CH:7]=[C:8]([CH2:12][S:18][C:16](=[NH:15])[NH2:17])[CH2:9][CH2:10][CH2:11]2,"3-bromo-6-(chloromethyl)-8,9-dihydro-7H-benzo[7]annulene|thiourea","(3-bromo-8,9-dihydro-7H-benzo[7]annulen-6-yl)methyl carbamimidothioate"
N#Cc1ccc(Br)c(CO)c1,CC(C)(C)[Si](C)(C)Oc1ccc(Br)c(CO)c1.CN(C)C=O,[Br:1][c:2]1[c:3]([CH2:4][OH:5])[cH:6][c:7]([O:10][Si:11]([C:12]([CH3:13])([CH3:14])[CH3:15])([CH3:16])[CH3:17])[cH:8][cH:9]1.[CH3:47][N:48]([CH3:49])[CH:50]=[O:51]>>[Br:1][c:2]1[c:3]([CH2:4][OH:5])[cH:6][c:7]([C:47]#[N:48])[cH:8][cH:9]1,"[2-bromo-5-[tert-butyl(dimethyl)silyl]oxyphenyl]methanol|N,N-dimethylformamide",4-bromo-3-(hydroxymethyl)benzonitrile
O=C(Nc1cccc(Cl)c1)Oc1ccccc1,Nc1cccc(Cl)c1.O=C(Cl)Oc1ccccc1,[Cl:11][c:12]1[cH:13][c:14]([NH2:15])[cH:16][cH:17][cH:18]1.[Cl:1][C:2](=[O:3])[O:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1>>[C:2](=[O:3])([O:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[NH:15][c:14]1[cH:13][c:12]([Cl:11])[cH:18][cH:17][cH:16]1,3-chloroaniline|phenyl carbonochloridate,phenyl N-(3-chlorophenyl)carbamate
CCCCOc1c(N)c(=O)c1=O,CCCCOc1c(OCCCC)c(=O)c1=O.[NH4+],[CH2:1]([CH2:2][CH2:3][CH3:4])[O:5][c:6]1[c:7]([O:12][CH2:13][CH2:14][CH2:15][CH3:16])[c:8](=[O:11])[c:9]1=[O:10].[NH4+:17]>>[CH2:1]([CH2:2][CH2:3][CH3:4])[O:5][c:6]1[c:7]([NH2:17])[c:8](=[O:11])[c:9]1=[O:10],"3,4-dibutoxycyclobut-3-ene-1,2-dione|azanium","3-amino-4-butoxycyclobut-3-ene-1,2-dione"
CCC(=O)N(C)c1ccc(C(=O)C=CN(C)C)cc1,CCC(=O)Nc1ccc(C(=O)C=CN(C)C)cc1.CI,[CH3:1][N:2]([CH:3]=[CH:4][C:5](=[O:6])[c:7]1[cH:8][cH:9][c:10]([NH:13][C:14]([CH2:15][CH3:16])=[O:17])[cH:11][cH:12]1)[CH3:18].[CH3:23][I:24]>>[CH3:1][N:2]([CH:3]=[CH:4][C:5](=[O:6])[c:7]1[cH:8][cH:9][c:10]([N:13]([C:14]([CH2:15][CH3:16])=[O:17])[CH3:23])[cH:11][cH:12]1)[CH3:18],N-[4-[3-(dimethylamino)prop-2-enoyl]phenyl]propanamide|iodomethane,N-[4-[3-(dimethylamino)prop-2-enoyl]phenyl]-N-methylpropanamide
CC(C)(N)c1ccc(F)cc1,COc1ccc(C(C)(C)N)cc1.COC(=O)c1ccc(F)cc1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([C:9]([CH3:10])([CH3:11])[NH2:12])[cH:7][cH:8]1.[F:13][c:14]1[cH:15][cH:16][c:17]([C:18]([O:19][CH3:20])=[O:21])[cH:22][cH:23]1>>[c:3]1([F:13])[cH:4][cH:5][c:6]([C:9]([CH3:10])([CH3:11])[NH2:12])[cH:7][cH:8]1,2-(4-methoxyphenyl)propan-2-amine|methyl 4-fluorobenzoate,2-(4-fluorophenyl)propan-2-amine
O=C(Cn1ccc(=O)[nH]c1=O)OCc1ccccc1,O=C(CBr)OCc1ccccc1.O=c1cc[nH]c(=O)[nH]1,[Br:14][CH2:15][C:16](=[O:17])[O:18][CH2:19][c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1.[O:6]=[c:7]1[nH:8][cH:9][cH:10][c:11](=[O:13])[nH:12]1>>[O:6]=[c:7]1[n:8]([CH2:15][C:16](=[O:17])[O:18][CH2:19][c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[cH:9][cH:10][c:11](=[O:13])[nH:12]1,"benzyl 2-bromoacetate|1H-pyrimidine-2,4-dione","benzyl 2-(2,4-dioxopyrimidin-1-yl)acetate"
CNc1cccc(C)c1CO,Cc1cccc(NC=O)c1CO,[CH:1](=[O:2])[NH:3][c:4]1[c:5]([CH2:6][OH:7])[c:8]([CH3:12])[cH:9][cH:10][cH:11]1>>[CH3:1][NH:3][c:4]1[c:5]([CH2:6][OH:7])[c:8]([CH3:12])[cH:9][cH:10][cH:11]1,N-[2-(hydroxymethyl)-3-methylphenyl]formamide,[2-methyl-6-(methylamino)phenyl]methanol
O=[N+]([O-])c1cc(S(=O)(=O)Cl)sc1Cl,O=S(=O)(Cl)c1ccc(Cl)s1.O=[N+]([O-])O,[Cl:1][c:2]1[cH:3][cH:4][c:5]([S:7](=[O:8])(=[O:9])[Cl:10])[s:6]1.[OH:11][N+:12]([O-:13])=[O:14]>>[Cl:1][c:2]1[c:3]([N+:12](=[O:11])[O-:13])[cH:4][c:5]([S:7](=[O:8])(=[O:9])[Cl:10])[s:6]1,5-chlorothiophene-2-sulfonyl chloride|nitric acid,5-chloro-4-nitrothiophene-2-sulfonyl chloride
Nc1ccc(N2CCSCC2)cc1,O=[N+]([O-])c1ccc(N2CCSCC2)cc1,[N+:1]([O-:2])(=[O:3])[c:4]1[cH:5][cH:6][c:7]([N:10]2[CH2:11][CH2:12][S:13][CH2:14][CH2:15]2)[cH:8][cH:9]1>>[NH2:1][c:4]1[cH:5][cH:6][c:7]([N:10]2[CH2:11][CH2:12][S:13][CH2:14][CH2:15]2)[cH:8][cH:9]1,4-(4-nitrophenyl)thiomorpholine,4-thiomorpholin-4-ylaniline
O=C(O)c1cncc(O)c1Cc1cc(Cl)ccc1F,O=C(O)c1cncc(O)c1C(=O)c1cc(Cl)ccc1F,[Cl:1][c:2]1[cH:3][cH:4][c:5]([F:20])[c:6]([C:7](=[O:8])[c:9]2[c:10]([OH:18])[cH:11][n:12][cH:13][c:14]2[C:15](=[O:16])[OH:17])[cH:19]1>>[Cl:1][c:2]1[cH:3][cH:4][c:5]([F:20])[c:6]([CH2:7][c:9]2[c:10]([OH:18])[cH:11][n:12][cH:13][c:14]2[C:15](=[O:16])[OH:17])[cH:19]1,4-(5-chloro-2-fluorobenzoyl)-5-hydroxypyridine-3-carboxylic acid,4-[(5-chloro-2-fluorophenyl)methyl]-5-hydroxypyridine-3-carboxylic acid
COC(=O)c1ccc(N)c(OC)c1,COC(=O)c1ccc([N+](=O)[O-])c(OC)c1,[CH3:1][O:2][c:3]1[cH:4][c:5]([C:6](=[O:7])[O:8][CH3:9])[cH:10][cH:11][c:12]1[N+:13]([O-:14])=[O:15]>>[CH3:1][O:2][c:3]1[cH:4][c:5]([C:6](=[O:7])[O:8][CH3:9])[cH:10][cH:11][c:12]1[NH2:13],methyl 3-methoxy-4-nitrobenzoate,methyl 4-amino-3-methoxybenzoate
O=C1CCc2cc3c(cc2C1c1ccccc1)OCO3,c1ccc(C23OC2CCc2cc4c(cc23)OCO4)cc1,[c:7]1([C:13]23[CH:14]([CH2:15][CH2:16][c:17]4[cH:18][c:19]5[c:20]([cH:21][c:22]42)[O:23][CH2:24][O:25]5)[O:26]3)[cH:8][cH:9][cH:10][cH:11][cH:12]1>>[c:7]1([CH:13]2[C:14](=[O:26])[CH2:15][CH2:16][c:17]3[cH:18][c:19]4[c:20]([cH:21][c:22]32)[O:23][CH2:24][O:25]4)[cH:8][cH:9][cH:10][cH:11][cH:12]1,"10-phenyl-4,6,11-trioxatetracyclo[7.5.0.03,7.010,12]tetradeca-1,3(7),8-triene","5-phenyl-7,8-dihydro-5H-benzo[f][1,3]benzodioxol-6-one"
CC(=O)N(C)Cc1ccc(F)cc1,CNC(C)=O.Fc1ccc(CBr)cc1,[CH3:1][NH:2][C:3]([CH3:4])=[O:5].[F:8][c:9]1[cH:10][cH:11][c:12]([CH2:13][Br:14])[cH:15][cH:16]1>>[CH3:1][N:2]([C:3]([CH3:4])=[O:5])[CH2:13][c:12]1[cH:11][cH:10][c:9]([F:8])[cH:16][cH:15]1,N-methylacetamide|1-(bromomethyl)-4-fluorobenzene,N-[(4-fluorophenyl)methyl]-N-methylacetamide
Cn1nc(C(F)F)c(C(=O)O)c1F,Cn1nc(C(F)F)c(C=O)c1F.O=[Cr](=O)([O-])Cl,[F:6][c:7]1[c:8]([CH:16]=[O:17])[c:9]([CH:13]([F:14])[F:15])[n:10][n:11]1[CH3:12].[O:18]=[Cr:19]([Cl:20])([O-:21])=[O:22]>>[F:6][c:7]1[c:8]([C:16](=[O:17])[OH:18])[c:9]([CH:13]([F:14])[F:15])[n:10][n:11]1[CH3:12],3-(difluoromethyl)-5-fluoro-1-methylpyrazole-4-carbaldehyde|O=[Cr](=O)([O-])Cl,3-(difluoromethyl)-5-fluoro-1-methylpyrazole-4-carboxylic acid
CC(C)Oc1ccccc1N,CC(C)Oc1ccccc1[N+](=O)[O-],[CH:1]([CH3:2])([CH3:3])[O:4][c:5]1[c:6]([N+:11]([O-:12])=[O:13])[cH:7][cH:8][cH:9][cH:10]1>>[CH:1]([CH3:2])([CH3:3])[O:4][c:5]1[c:6]([NH2:11])[cH:7][cH:8][cH:9][cH:10]1,1-nitro-2-propan-2-yloxybenzene,2-propan-2-yloxyaniline
Cc1nc2ccccn2c1CO,CCOC(=O)c1c(C)nc2ccccn12,[CH3:7][c:8]1[n:9][c:10]2[n:11]([cH:12][cH:13][cH:14][cH:15]2)[c:16]1[C:17](=[O:18])[O:19][CH2:20][CH3:21]>>[CH3:7][c:8]1[n:9][c:10]2[n:11]([cH:12][cH:13][cH:14][cH:15]2)[c:16]1[CH2:17][OH:18],"ethyl 2-methylimidazo[1,2-a]pyridine-3-carboxylate","(2-methylimidazo[1,2-a]pyridin-3-yl)methanol"
COC(=O)c1cc(CN=[N+]=[N-])cc([N+](=O)[O-])c1,COC(=O)c1cc(COS(C)(=O)=O)cc([N+](=O)[O-])c1.[N-]=[N+]=[N-],[CH3:1][S:2]([O:3][CH2:6][c:7]1[cH:8][c:9]([C:16](=[O:17])[O:18][CH3:19])[cH:10][c:11]([N+:13](=[O:14])[O-:15])[cH:12]1)(=[O:4])=[O:5].[N-:21]=[N+:22]=[N-:23]>>[CH2:6]([c:7]1[cH:8][c:9]([C:16](=[O:17])[O:18][CH3:19])[cH:10][c:11]([N+:13](=[O:14])[O-:15])[cH:12]1)[N:21]=[N+:22]=[N-:23],methyl 3-(methylsulfonyloxymethyl)-5-nitrobenzoate|azide,methyl 3-(azidomethyl)-5-nitrobenzoate
O=[N+]([O-])c1ccc(OCc2ccccc2)c(F)c1,BrCc1ccccc1.O=[N+]([O-])c1ccc(O)c(F)c1,[Br:12][CH2:13][c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1.[F:1][c:2]1[c:3]([OH:11])[cH:4][cH:5][c:6]([N+:8](=[O:9])[O-:10])[cH:7]1>>[F:1][c:2]1[c:3]([O:11][CH2:13][c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[cH:4][cH:5][c:6]([N+:8](=[O:9])[O-:10])[cH:7]1,bromomethylbenzene|2-fluoro-4-nitrophenol,2-fluoro-4-nitro-1-phenylmethoxybenzene
COc1cc(N=C=O)ccc1C(F)(F)F,COc1cc(N)ccc1C(F)(F)F.O=C(Cl)Cl,[CH3:1][O:2][c:3]1[cH:4][c:5]([NH2:13])[cH:6][cH:7][c:8]1[C:9]([F:10])([F:11])[F:12].[Cl:14][C:15]([Cl:16])=[O:17]>>[CH3:1][O:2][c:3]1[cH:4][c:5]([N:13]=[C:15]=[O:17])[cH:6][cH:7][c:8]1[C:9]([F:10])([F:11])[F:12],3-methoxy-4-(trifluoromethyl)aniline|carbonyl dichloride,4-isocyanato-2-methoxy-1-(trifluoromethyl)benzene
O=C(O)C1CCCN1C(=O)OCc1ccccc1,CC(Cl)OC(=O)OCc1ccccc1.O=C(O)C1CCCN1,[C:9]([O:10][CH2:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1)([O:18][CH:20]([Cl:21])[CH3:22])=[O:19].[OH:1][C:2](=[O:3])[CH:4]1[CH2:5][CH2:6][CH2:7][NH:8]1>>[OH:1][C:2](=[O:3])[CH:4]1[CH2:5][CH2:6][CH2:7][N:8]1[C:9]([O:10][CH2:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1)=[O:18],benzyl 1-chloroethyl carbonate|pyrrolidine-2-carboxylic acid,1-phenylmethoxycarbonylpyrrolidine-2-carboxylic acid
CC(C)(C)C1=NNC(=O)N(N)C1,CC(=O)NN1CC(C(C)(C)C)=NNC1=O,[C:1]([CH3:2])([CH3:3])([CH3:4])[C:5]1=[N:10][NH:9][C:8](=[O:11])[N:7]([NH:12][C:13](=[O:14])[CH3:15])[CH2:6]1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[C:5]1=[N:10][NH:9][C:8](=[O:11])[N:7]([NH2:12])[CH2:6]1,"N-(6-tert-butyl-3-oxo-2,5-dihydro-1,2,4-triazin-4-yl)acetamide","4-amino-6-tert-butyl-2,5-dihydro-1,2,4-triazin-3-one"
CCOC(=O)c1cnc(CC(C)C)c(C)c1,CCOC(=O)c1cnc(C=C(C)C)c(C)c1,[CH2:1]([CH3:2])[O:3][C:4]([c:5]1[cH:6][n:7][c:8]([CH:12]=[C:13]([CH3:14])[CH3:15])[c:9]([CH3:11])[cH:10]1)=[O:16]>>[CH2:1]([CH3:2])[O:3][C:4]([c:5]1[cH:6][n:7][c:8]([CH2:12][CH:13]([CH3:14])[CH3:15])[c:9]([CH3:11])[cH:10]1)=[O:16],ethyl 5-methyl-6-(2-methylprop-1-enyl)pyridine-3-carboxylate,ethyl 5-methyl-6-(2-methylpropyl)pyridine-3-carboxylate
N#Cc1ccccc1N1CCCC1,C1CCNC1.N#Cc1ccccc1F,[CH2:10]1[CH2:11][CH2:12][NH:13][CH2:14]1.[F:1][c:2]1[c:3]([C:4]#[N:5])[cH:6][cH:7][cH:8][cH:9]1>>[c:2]1([N:13]2[CH2:12][CH2:11][CH2:10][CH2:14]2)[c:3]([C:4]#[N:5])[cH:6][cH:7][cH:8][cH:9]1,pyrrolidine|2-fluorobenzonitrile,2-pyrrolidin-1-ylbenzonitrile
CC(c1ccnc2ccccc12)C(N)CN,CC(c1ccnc2ccccc12)C(N)C#N,[NH2:1][CH:2]([C:3]#[N:4])[CH:5]([CH3:6])[c:7]1[cH:8][cH:9][n:10][c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]12>>[NH2:1][CH:2]([CH2:3][NH2:4])[CH:5]([CH3:6])[c:7]1[cH:8][cH:9][n:10][c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]12,2-amino-3-quinolin-4-ylbutanenitrile,"3-quinolin-4-ylbutane-1,2-diamine"
CC(C)(C)OC(=O)Nc1nc(Cl)ccc1C=O,CC(C)(C)OC(=O)Nc1cccc(Cl)n1.CN(C)C=O,[Cl:1][c:2]1[cH:3][cH:4][cH:5][c:6]([NH:8][C:9]([O:10][C:11]([CH3:12])([CH3:13])[CH3:14])=[O:15])[n:7]1.[O:29]=[CH:30][N:31]([CH3:32])[CH3:33]>>[Cl:1][c:2]1[cH:3][cH:4][c:5]([CH:30]=[O:29])[c:6]([NH:8][C:9]([O:10][C:11]([CH3:12])([CH3:13])[CH3:14])=[O:15])[n:7]1,"tert-butyl N-(6-chloropyridin-2-yl)carbamate|N,N-dimethylformamide",tert-butyl N-(6-chloro-3-formylpyridin-2-yl)carbamate
O=C(O)c1ccc2c(cnn2-c2ccc(F)cc2)c1,CC(C)=O.OCc1ccc2c(cnn2-c2ccc(F)cc2)c1,[CH3:19][C:20]([CH3:21])=[O:22].[F:1][c:2]1[cH:3][cH:4][c:5](-[n:8]2[n:9][cH:10][c:11]3[cH:12][c:13]([CH2:17][OH:18])[cH:14][cH:15][c:16]23)[cH:6][cH:7]1>>[F:1][c:2]1[cH:3][cH:4][c:5](-[n:8]2[n:9][cH:10][c:11]3[cH:12][c:13]([C:17](=[O:18])[OH:22])[cH:14][cH:15][c:16]23)[cH:6][cH:7]1,propan-2-one|[1-(4-fluorophenyl)indazol-5-yl]methanol,1-(4-fluorophenyl)indazole-5-carboxylic acid
