reactant_smiles,reactant_iupac,product_smiles,product_iupac,reagent_smiles,solvent_smiles,catalyst_smiles
CC(=O)c1ccc(S(=O)(=O)Nc2cc(C)on2)cc1.Nc1ccon1,"4-acetyl-N-(5-methyl-1,2-oxazol-3-yl)benzenesulfonamide|1,2-oxazol-3-amine",CC(=O)c1ccc(S(=O)(=O)Nc2ccon2)cc1,"4-acetyl-N-(1,2-oxazol-3-yl)benzenesulfonamide",,,
CSc1nc(Cl)c(C#N)c(-c2cccc([N+](=O)[O-])c2)n1.[NH4+].[OH-],4-chloro-2-methylsulfanyl-6-(3-nitrophenyl)pyrimidine-5-carbonitrile|azanium|hydroxide,CSc1nc(N)c(C#N)c(-c2cccc([N+](=O)[O-])c2)n1,4-amino-2-methylsulfanyl-6-(3-nitrophenyl)pyrimidine-5-carbonitrile,,,
CCN(C(C)C)C(C)C.S=C(Cl)Cl.Cc1cccc(Cl)c1N,N-ethyl-N-propan-2-ylpropan-2-amine|thiocarbonyl dichloride|2-chloro-6-methylaniline,Cc1cccc(Cl)c1N=C=S,1-chloro-2-isothiocyanato-3-methylbenzene,,,
CCN(CC)CC.O=C(Cl)Cl.C1CCOC1.CCOC(=N)C(O)c1cccc(C(F)(F)F)c1,"N,N-diethylethanamine|carbonyl dichloride|oxolane|ethyl 2-hydroxy-2-[3-(trifluoromethyl)phenyl]ethanimidate",O=C1NC(=O)C(c2cccc(C(F)(F)F)c2)O1,"5-[3-(trifluoromethyl)phenyl]-1,3-oxazolidine-2,4-dione",,,
CC(C)(C)NSc1nc2ccccc2s1.C1COCCN1.CC(C)O.[Na+].[Na+].O=C([O-])[O-].S.Sc1nc2ccccc2s1,"N-(1,3-benzothiazol-2-ylsulfanyl)-2-methylpropan-2-amine|morpholine|propan-2-ol|sodium(1+)|sodium(1+)|carbonate|sulfane|3H-1,3-benzothiazole-2-thione",c1ccc2sc(SSN3CCOCC3)nc2c1,"4-(1,3-benzothiazol-2-yldisulfanyl)morpholine",,,
CO.Cl.O=C(O)C1CCOc2ccc(F)cc21,"methanol|chlorane|6-fluoro-3,4-dihydro-2H-chromene-4-carboxylic acid",COC(=O)C1CCOc2ccc(F)cc21,"methyl 6-fluoro-3,4-dihydro-2H-chromene-4-carboxylate",,,
ClCCl.CC(C)O.O=C(Cl)C(Cl)=C(Cl)Cl,"dichloromethane|propan-2-ol|2,3,3-trichloroprop-2-enoyl chloride",CC(C)OC(=O)C(Cl)=C(Cl)Cl,"propan-2-yl 2,3,3-trichloroprop-2-enoate",,,
Cl.Cl.OC1(c2cccc(F)c2)CCCNC1,chlorane|chlorane|3-(3-fluorophenyl)piperidin-3-ol,Fc1cccc(C2=CCCNC2)c1,"5-(3-fluorophenyl)-1,2,3,6-tetrahydropyridine",,,
CC(C)[N-]C(C)C.COC(=O)Cl.Fc1ccccn1.[Li+].C1CCOC1.O,di(propan-2-yl)azanide|methyl carbonochloridate|2-fluoropyridine|lithium(1+)|oxolane|oxidane,COC(=O)c1cccnc1F,methyl 2-fluoropyridine-3-carboxylate,,,
CC#N.CCC(N)CCN,"acetonitrile|pentane-1,3-diamine",CCC1CCNC(C)N1,"4-ethyl-2-methyl-1,3-diazinane",,,
Cc1ccsc1CC(C)C.CN(C)C=O.ClCCl.O=S(=O)=O.O=S(Cl)Cl,"3-methyl-2-(2-methylpropyl)thiophene|N,N-dimethylformamide|dichloromethane|sulfur trioxide|thionyl dichloride",Cc1cc(S(N)(=O)=O)sc1CC(C)C,4-methyl-5-(2-methylpropyl)thiophene-2-sulfonamide,,,
O=C1CC(c2nc(Br)c3c(Cl)nccn23)C1.C1CCOC1.C[Mg+].[Cl-],"3-(1-bromo-8-chloroimidazo[1,5-a]pyrazin-3-yl)cyclobutan-1-one|oxolane|C[Mg+]|chloride",CC1(O)CC(c2nc(Br)c3c(Cl)nccn23)C1,"3-(1-bromo-8-chloroimidazo[1,5-a]pyrazin-3-yl)-1-methylcyclobutan-1-ol",,,
CC(C)(C)OC(=O)NCCc1nnn[nH]1.CCI.C1CCOC1.CCOC(C)=O.[H-].[Na+],tert-butyl N-[2-(2H-tetrazol-5-yl)ethyl]carbamate|iodoethane|oxolane|ethyl acetate|hydride|sodium(1+),CCn1nnc(CCNC(=O)OC(C)(C)C)n1,tert-butyl N-[2-(2-ethyltetrazol-5-yl)ethyl]carbamate,,,
CCO.Cl.N#Cc1ccccc1-n1cncn1,"ethanol|chlorane|2-(1,2,4-triazol-1-yl)benzonitrile",Cl.NCc1ccccc1-n1cncn1,"chlorane|[2-(1,2,4-triazol-1-yl)phenyl]methanamine",,,
CCOC(=O)c1cn(C)n(-c2ccccc2C)c1=O.CO.[Na+].C1CCOC1.[OH-],ethyl 1-methyl-2-(2-methylphenyl)-3-oxopyrazole-4-carboxylate|methanol|sodium(1+)|oxolane|hydroxide,Cc1ccccc1-n1c(=O)c(C(=O)O)cn1C,1-methyl-2-(2-methylphenyl)-3-oxopyrazole-4-carboxylic acid,,,
ClCCl.OCCCc1ccco1,dichloromethane|3-(furan-2-yl)propan-1-ol,O=CCCc1ccco1,3-(furan-2-yl)propanal,,,
Nc1c(O)c(Br)cc(Br)c1C(=O)O.[BH3-]C#N.CO.CC(=O)O.[Na+].[Na+].[Na+].O=S(=O)([O-])[O-].O=Cc1cccs1,"2-amino-4,6-dibromo-3-hydroxybenzoic acid|cyanoboranuide|methanol|acetic acid|sodium(1+)|sodium(1+)|sodium(1+)|sulfate|thiophene-2-carbaldehyde",CN(c1cccs1)c1c(O)c(Br)cc(Br)c1C(=O)O,"4,6-dibromo-3-hydroxy-2-[methyl(thiophen-2-yl)amino]benzoic acid",,,
COc1cc2cc(C)sc2c(Cl)c1Cl.Cl.O.c1ccncc1,"6,7-dichloro-5-methoxy-2-methyl-1-benzothiophene|chlorane|oxidane|pyridine",Cc1cc2cc(O)c(Cl)c(Cl)c2s1,"6,7-dichloro-2-methyl-1-benzothiophen-5-ol",,,
N#CCC(=O)O.O=Cc1coc2ccccc2c1=O.c1ccncc1,2-cyanoacetic acid|4-oxochromene-3-carbaldehyde|pyridine,N#CC=Cc1coc2ccccc2c1=O,3-(4-oxochromen-3-yl)prop-2-enenitrile,,,
CCCCCN=C=S.Nc1ccc(N)cc1.C1CCOC1,"1-isothiocyanatopentane|benzene-1,4-diamine|oxolane",CCCCCNC(=S)Nc1ccc(N)cc1,1-(4-aminophenyl)-3-pentylthiourea,,,
CC1C2CN(C)CC(C2=O)C1C.CCOC(=O)CP(=O)(OCC)OCC.CCOC(C)=O.[H-].[Na+].C1CCOC1,"3,6,7-trimethyl-3-azabicyclo[3.2.1]octan-8-one|ethyl 2-diethoxyphosphorylacetate|ethyl acetate|hydride|sodium(1+)|oxolane",CCOC(=O)C=C1C2CN(C)CC1C(C)C2C,"ethyl 2-(3,6,7-trimethyl-3-azabicyclo[3.2.1]octan-8-ylidene)acetate",,,
CCOC(=O)c1cnoc1-c1ccc(Br)cc1.CC(C)C[Al+]CC(C)C.Cl.[H-].C1CCOC1,"ethyl 5-(4-bromophenyl)-1,2-oxazole-4-carboxylate|bis(2-methylpropyl)alumanylium|chlorane|hydride|oxolane",OCc1cnoc1-c1ccc(Br)cc1,"[5-(4-bromophenyl)-1,2-oxazol-4-yl]methanol",,,
O=C1OCc2ccccc21.O=C1C=CC(=O)N1.O=C1NC(=O)c2ccccc21,"3H-2-benzofuran-1-one|pyrrole-2,5-dione|isoindole-1,3-dione",NC1=Cc2ccccc21,"bicyclo[4.2.0]octa-1,3,5,7-tetraen-7-amine",,,
CSc1ccc(Br)cc1CN.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CCN(CC)CC.Cl.C1CCOC1.O,"(5-bromo-2-methylsulfanylphenyl)methanamine|tert-butyl (2-methylpropan-2-yl)oxycarbonyl carbonate|N,N-diethylethanamine|chlorane|oxolane|oxidane",CS(=O)(=O)c1ccc(Br)cc1CN.Cl,(5-bromo-2-methylsulfonylphenyl)methanamine|chlorane,,,
C(=NC1CCCCC1)=NC1CCCCC1.NCc1cc(F)cc(F)c1.S=C=S,"C(=NC1CCCCC1)=NC1CCCCC1|(3,5-difluorophenyl)methanamine|S=C=S",Fc1cc(F)cc(CN=C=S)c1,"1,3-difluoro-5-(isothiocyanatomethyl)benzene",,,
Brc1ccc(Br)cc1.N#Cc1ncccc1O.C1CCOC1.I.[Mg].[Na+].[OH-].O=S(=O)(O)O,"1,4-dibromobenzene|3-hydroxypyridine-2-carbonitrile|oxolane|iodane|magnesium|sodium(1+)|hydroxide|sulfuric acid",O=C(c1ccc(Br)cc1)c1ncccc1O,(4-bromophenyl)-(3-hydroxypyridin-2-yl)methanone,,,
C1CCOC1.COC(=O)c1cnc(-c2ccccc2)nc1.CO.Cl.[Li+].[OH-].O,oxolane|methyl 2-phenylpyrimidine-5-carboxylate|methanol|chlorane|lithium(1+)|hydroxide|oxidane,O=C(O)c1cnc(-c2ccccc2)nc1,2-phenylpyrimidine-5-carboxylic acid,,,
BrC(Br)(Br)Br.ClCCl.OCCCCCCc1ccccc1,tetrabromomethane|dichloromethane|6-phenylhexan-1-ol,BrCCCCCCc1ccccc1,6-bromohexylbenzene,,,
O=S(Cl)Cl.OCc1conc1-c1ccc(-c2ccccc2)cc1,"thionyl dichloride|[3-(4-phenylphenyl)-1,2-oxazol-4-yl]methanol",ClCc1conc1-c1ccc(-c2ccccc2)cc1,"4-(chloromethyl)-3-(4-phenylphenyl)-1,2-oxazole",,,
BrCc1ccccc1.C1CCOC1.CCCC[N+](CCCC)(CCCC)CCCC.[Cl-].[H-].[I-].[NH4+].[Na+].C=CC(O)C1CO1,bromomethylbenzene|oxolane|tetrabutylazanium|chloride|hydride|iodide|azanium|sodium(1+)|1-(oxiran-2-yl)prop-2-en-1-ol,C=CC(OCc1ccccc1)C1CO1,2-(1-phenylmethoxyprop-2-enyl)oxirane,,,
COc1cc(C=O)c(I)cc1OCc1ccccc1.CC(=O)[O-].CCO.Cl.NO.[Na+],2-iodo-5-methoxy-4-phenylmethoxybenzaldehyde|acetate|ethanol|chlorane|hydroxylamine|sodium(1+),COc1cc(C=NO)c(I)cc1OCc1ccccc1,N-[(2-iodo-5-methoxy-4-phenylmethoxyphenyl)methylidene]hydroxylamine,,,
[Br-].O=C1CCC2(CC1)OCCO2.CC(C)OC(C)C.Fc1ccc([Mg+])cc1F,"bromide|1,4-dioxaspiro[4.5]decan-8-one|2-propan-2-yloxypropane|Fc1ccc([Mg+])cc1F",OC1(c2ccc(F)c(F)c2)CCC2(CC1)OCCO2,"8-(3,4-difluorophenyl)-1,4-dioxaspiro[4.5]decan-8-ol",,,
[Br-].C1CCOC1.C[Mg+].CON(C)C(=O)c1ccc2ncccc2c1.[Cl-].[NH4+],bromide|oxolane|C[Mg+]|N-methoxy-N-methylquinoline-6-carboxamide|chloride|azanium,CC(=O)c1ccc2ncccc2c1,1-quinolin-6-ylethanone,,,
BrB(Br)Br.ClCCl.COc1ccc(C(=O)c2cccc(F)c2)cc1.O,tribromoborane|dichloromethane|(3-fluorophenyl)-(4-methoxyphenyl)methanone|oxidane,O=C(c1ccc(O)cc1)c1cccc(F)c1,(3-fluorophenyl)-(4-hydroxyphenyl)methanone,,,
CCCCN.O=c1[nH]nc2ccc(Cl)nn12,"butan-1-amine|6-chloro-2H-[1,2,4]triazolo[4,3-b]pyridazin-3-one",CCCCNc1ccc2n[nH]c(=O)n2n1,"6-(butylamino)-2H-[1,2,4]triazolo[4,3-b]pyridazin-3-one",,,
O=C1CCC(=O)N1Br.Cc1ccc(C(=O)O)cc1N.CN(C)C=O.O,"1-bromopyrrolidine-2,5-dione|3-amino-4-methylbenzoic acid|N,N-dimethylformamide|oxidane",Cc1cc(Br)c(C(=O)O)cc1N,5-amino-2-bromo-4-methylbenzoic acid,,,
O=C1CCCC(=O)O1.C1CCOC1.CC(=O)OC(C)=O.CCN(CC)CC.[H][H].NNc1ccc([N+](=O)[O-])cc1.C1COCCO1,"oxane-2,6-dione|oxolane|acetyl acetate|N,N-diethylethanamine|molecular hydrogen|(4-nitrophenyl)hydrazine|1,4-dioxane",O=C1CCCC(=O)N1Nc1ccc([N+](=O)[O-])cc1,"1-(4-nitroanilino)piperidine-2,6-dione",,,
CCO.Nc1ccc(Cl)cc1.Cc1ncnc(Cl)c1C,"ethanol|4-chloroaniline|4-chloro-5,6-dimethylpyrimidine",Cc1ncnc(Nc2ccc(Cl)cc2)c1C,"N-(4-chlorophenyl)-5,6-dimethylpyrimidin-4-amine",,,
COC(=O)Cc1nc2nc(C)cc(O)n2n1.O=P(Cl)(Cl)Cl,"methyl 2-(5-methyl-7-oxo-1H-[1,2,4]triazolo[1,5-a]pyrimidin-2-yl)acetate|phosphoryl trichloride",COC(=O)Cc1nc2nc(C)cc(Cl)n2n1,"methyl 2-(7-chloro-5-methyl-[1,2,4]triazolo[1,5-a]pyrimidin-2-yl)acetate",,,
CCOC(=O)c1csc(NC(=O)OC(C)(C)C)n1.O=C([O-])C(O)C(O)C(=O)[O-].CC(C)C[Al+]CC(C)C.ClCCl.[H-].[K+].[Na+].Cc1ccccc1,"ethyl 2-[(2-methylpropan-2-yl)oxycarbonylamino]-1,3-thiazole-4-carboxylate|2,3-dihydroxybutanedioate|bis(2-methylpropyl)alumanylium|dichloromethane|hydride|potassium(1+)|sodium(1+)|toluene",CC(C)(C)OC(=O)Nc1nc(CO)cs1,"tert-butyl N-[4-(hydroxymethyl)-1,3-thiazol-2-yl]carbamate",,,
BrCc1ccccc1.CN(C)C=O.Nc1cc(O)c(C(=O)O)cc1Cl.O,"bromomethylbenzene|N,N-dimethylformamide|4-amino-5-chloro-2-hydroxybenzoic acid|oxidane",Nc1cc(OCc2ccccc2)c(C(=O)O)cc1Cl,4-amino-5-chloro-2-phenylmethoxybenzoic acid,,,
Cc1scc2c1Nc1ccccc1NC2=O.O=C(Cl)CCl.C1COCCO1,"1-methyl-5,10-dihydrothieno[3,4-b][1,5]benzodiazepin-4-one|2-chloroacetyl chloride|1,4-dioxane",Cc1scc2c1N(C(=O)CCl)c1ccccc1NC2=O,"10-(2-chloroacetyl)-1-methyl-5H-thieno[3,4-b][1,5]benzodiazepin-4-one",,,
COC(=O)C1CCN(C(=O)OCc2ccccc2)CC1.CC(C)C[AlH]CC(C)C.Cc1ccccc1.CCCCCC,"1-O-benzyl 4-O-methyl piperidine-1,4-dicarboxylate|bis(2-methylpropyl)alumane|toluene|hexane",O=CC1CCN(C(=O)OCc2ccccc2)CC1,benzyl 4-formylpiperidine-1-carboxylate,,,
Oc1nc(-c2ccc(Cl)cc2)nc2c1CCCC2.O.O=P(Cl)(Cl)Cl,"2-(4-chlorophenyl)-5,6,7,8-tetrahydro-3H-quinazolin-4-one|oxidane|phosphoryl trichloride",Clc1ccc(-c2nc(Cl)c3c(n2)CCCC3)cc1,"4-chloro-2-(4-chlorophenyl)-5,6,7,8-tetrahydroquinazoline",,,
CC#N.Cl.O=C1CCC(=O)N1C1CCC2(CC1)OCCO2,"acetonitrile|chlorane|1-(1,4-dioxaspiro[4.5]decan-8-yl)pyrrolidine-2,5-dione",O=C1CCC(N2C(=O)CCC2=O)CC1,"1-(4-oxocyclohexyl)pyrrolidine-2,5-dione",,,
BrCC1CCC1.CN(C)P(=O)(N(C)C)N(C)C.CC(C)NC(C)C.[I-].[Li+].[Li].C1CCOC1.COC(=O)Cc1ccccc1,bromomethylcyclobutane|N-[bis(dimethylamino)phosphoryl]-N-methylmethanamine|N-propan-2-ylpropan-2-amine|iodide|lithium(1+)|lithium|oxolane|methyl 2-phenylacetate,COC(=O)C(CC1CCC1)c1ccccc1,methyl 3-cyclobutyl-2-phenylpropanoate,,,
CN1CCNCC1.CC(=O)c1ccc(F)cc1O,1-methylpiperazine|1-(4-fluoro-2-hydroxyphenyl)ethanone,CC(=O)c1ccc(N2CCN(C)CC2)cc1O,1-[2-hydroxy-4-(4-methylpiperazin-1-yl)phenyl]ethanone,,,
CC(=O)Cl.Cc1c[n+]([O-])c(C)c(C)c1[N+](=O)[O-],"acetyl chloride|2,3,5-trimethyl-4-nitro-1-oxidopyridin-1-ium",Cc1c[n+]([O-])c(C)c(C)c1Cl,"4-chloro-2,3,5-trimethyl-1-oxidopyridin-1-ium",,,
CC(C)(C)OC(=O)[O-].CC(C)(C)OC(=O)[O-].COC(=O)C(N)CO.CCN(CC)CC.CC#N,"tert-butyl carbonate|tert-butyl carbonate|methyl 2-amino-3-hydroxypropanoate|N,N-diethylethanamine|acetonitrile",COC(=O)C1COC(C)(C)N1C(=O)OC(C)(C)C,"3-O-tert-butyl 4-O-methyl 2,2-dimethyl-1,3-oxazolidine-3,4-dicarboxylate",,,
CC(C)(C)OC(=O)NC1CCC(C)(C)OC1=O.CCOC(C)=O.Cl,"tert-butyl N-(6,6-dimethyl-2-oxooxan-3-yl)carbamate|ethyl acetate|chlorane",Cl.CC1(C)CCC(N)C(=O)O1,"chlorane|3-amino-6,6-dimethyloxan-2-one",,,
CI.CN(C)C=O.[H-].[Na+].O.O=S(c1ccccc1)c1c[nH]c2ccccc12,"iodomethane|N,N-dimethylformamide|hydride|sodium(1+)|oxidane|3-(benzenesulfinyl)-1H-indole",Cn1cc(S(=O)c2ccccc2)c2ccccc21,3-(benzenesulfinyl)-1-methylindole,,,
CCO.CCOC(=O)c1nn(C)c2c1CCc1cnc(I)nc1-2.[K+].[OH-],"ethanol|ethyl 8-iodo-1-methyl-4,5-dihydropyrazolo[4,3-h]quinazoline-3-carboxylate|potassium(1+)|hydroxide",Cn1nc(C(=O)[O-])c2c1-c1nc(I)ncc1CC2.[K+],"8-iodo-1-methyl-4,5-dihydropyrazolo[4,3-h]quinazoline-3-carboxylate|potassium(1+)",,,
COC(=N)N[N+](=O)[O-].Cl.NCc1ccc(Cl)nc1.[Na+].[OH-].O,methyl N-nitrocarbamimidate|chlorane|(6-chloropyridin-3-yl)methanamine|sodium(1+)|hydroxide|oxidane,COC(=N[N+](=O)[O-])NCc1ccc(Cl)nc1,methyl N-[(6-chloropyridin-3-yl)methyl]-N'-nitrocarbamimidate,,,
CC(=O)OCc1ccccc1CCl.CS(C)=O.N#C[Na],[2-(chloromethyl)phenyl]methyl acetate|methylsulfinylmethane|sodium;cyanide,CC(=O)OCc1ccccc1CC#N,[2-(cyanomethyl)phenyl]methyl acetate,,,
[Br-].C[Mg+].CCOCC.COc1cc2c(cc1C)C(C)(C)CCC2=O.C1CCOC1.O,"bromide|C[Mg+]|ethoxyethane|7-methoxy-4,4,6-trimethyl-2,3-dihydronaphthalen-1-one|oxolane|oxidane",COc1cc2c(cc1C)C(C)(C)CC=C2C,"6-methoxy-1,1,4,7-tetramethyl-2H-naphthalene",,,
CCN(CC)CC.ClCCl.[Na+].O=C([O-])O.O=C(Cl)N1CCOCC1.CC(C)c1cc(O)cc(C=O)c1,"N,N-diethylethanamine|dichloromethane|sodium(1+)|hydrogen carbonate|morpholine-4-carbonyl chloride|3-hydroxy-5-propan-2-ylbenzaldehyde",CC(C)c1cc(C=O)cc(OC(=O)N2CCOCC2)c1,(3-formyl-5-propan-2-ylphenyl) morpholine-4-carboxylate,,,
O=C=O.C=CCNC=O.CCOC(=O)Cl,O=C=O|N-prop-2-enylformamide|ethyl carbonochloridate,C=CCN=COCC.Cl,ethyl N-prop-2-enylmethanimidate|chlorane,,,
CN(C)C=O.CCOC(=O)c1ccc(OCCCCl)cc1.[H-].[Na+].O.c1c[nH]cn1,"N,N-dimethylformamide|ethyl 4-(3-chloropropoxy)benzoate|hydride|sodium(1+)|oxidane|1H-imidazole",CCOC(=O)c1ccc(OCCCn2ccnc2)cc1,ethyl 4-(3-imidazol-1-ylpropoxy)benzoate,,,
CO.[H][H].O=[N+]([O-])c1cnccc1CCO,methanol|molecular hydrogen|2-(3-nitropyridin-4-yl)ethanol,Nc1cnccc1CCO,2-(3-aminopyridin-4-yl)ethanol,,,
O=C(Br)CBr.CCN(CC)c1ccccc1.CC(C)c1ccc(F)c(C(C)C)c1N.O,"2-bromoacetyl bromide|N,N-diethylaniline|3-fluoro-2,6-di(propan-2-yl)aniline|oxidane",CC(C)c1ccc(F)c(C(C)C)c1NC(=O)CBr,"2-bromo-N-[3-fluoro-2,6-di(propan-2-yl)phenyl]acetamide",,,
O=C([O-])[O-].Cl.[Cu+2].[K+].[K+].N#C[K].O=N[O-].Cc1c(N)ccc2nc(N)nc(N)c12.[Na+].O.O.O.O.O.O.O=S(=O)([O-])[O-].N#[N+]c1ncc2ccccc2n1,"carbonate|chlorane|copper(2+)|potassium(1+)|potassium(1+)|potassium;cyanide|nitrite|5-methylquinazoline-2,4,6-triamine|sodium(1+)|oxidane|oxidane|oxidane|oxidane|oxidane|oxidane|sulfate|quinazoline-2-diazonium",Cc1c(C#N)ccc2nc(N)nc(N)c12,"2,4-diamino-5-methylquinazoline-6-carbonitrile",,,
C1COCCO1.Fc1cc(Cl)cnc1F.OB(O)c1cc(F)cc(F)c1.[K+].[K+].[K+].CC(=O)[O-].CC(=O)[O-].O.O=P([O-])([O-])[O-].[Pd+2],"1,4-dioxane|5-chloro-2,3-difluoropyridine|(3,5-difluorophenyl)boronic acid|potassium(1+)|potassium(1+)|potassium(1+)|acetate|acetate|oxidane|phosphate|palladium(2+)",Fc1cc(F)cc(-c2cnc(F)c(F)c2)c1,"5-(3,5-difluorophenyl)-2,3-difluoropyridine",,,
C=CCC(CC=C)OC(=O)c1ccccc1.Cc1ccccc1.C1CCC(P(C2CCCCC2)C2CCCCC2)CC1.C#Cc1ccccc1,"hepta-1,6-dien-4-yl benzoate|toluene|tricyclohexylphosphane|ethynylbenzene",O=C(OC1CC=CC1)c1ccccc1,cyclopent-3-en-1-yl benzoate,,,
COc1ccc(-c2ccc(C#N)cc2)cc1.Cl.c1ccncc1,4-(4-methoxyphenyl)benzonitrile|chlorane|pyridine,N#Cc1ccc(-c2ccc(O)cc2)cc1,4-(4-hydroxyphenyl)benzonitrile,,,
[Br-].C1CCOC1.CON(C)C(=O)c1ccc2ncccc2c1.C[Mg+].Cl,bromide|oxolane|N-methoxy-N-methylquinoline-6-carboxamide|C[Mg+]|chlorane,CC(=O)c1ccc2ncccc2c1,1-quinolin-6-ylethanone,,,
CO.Cl.Cl.N=C(N)Nc1nc(C(=O)c2c[nH]c(N)n2)cs1.[Na+].[Na+].[Na+].O=C([O-])[O-].O=[N+]([O-])[O-].O.OP(O)P(O)O.O=S(=O)(O)O,"methanol|chlorane|chlorane|2-[4-(2-amino-1H-imidazole-5-carbonyl)-1,3-thiazol-2-yl]guanidine|sodium(1+)|sodium(1+)|sodium(1+)|carbonate|nitrate|oxidane|dihydroxyphosphanylphosphonous acid|sulfuric acid",N=C(N)Nc1nc(C(=O)c2c[nH]cn2)cs1,"2-[4-(1H-imidazole-5-carbonyl)-1,3-thiazol-2-yl]guanidine",,,
CC(=O)[O-].CC(=O)[O-].COC(=O)c1cncc(O)c1.CCN(CC)CC.CCOC(C)=O.ClCCl.[Cu+2].OB(O)c1ccccc1,"acetate|acetate|methyl 5-hydroxypyridine-3-carboxylate|N,N-diethylethanamine|ethyl acetate|dichloromethane|copper(2+)|phenylboronic acid",COC(=O)c1cncc(Oc2ccccc2)c1,methyl 5-phenoxypyridine-3-carboxylate,,,
COc1cccc(Br)c1.C1CCOC1.[Cl-].O=C1Nc2ccc(Cl)cc2C1=O.[Mg].[NH4+],"1-bromo-3-methoxybenzene|oxolane|chloride|5-chloro-1H-indole-2,3-dione|magnesium|azanium",[Br-].COc1cccc([Mg+])c1,bromide|COc1cccc([Mg+])c1,,,
C#CCO.C1CCOC1.BrCCCCOCc1ccccc1.[H-].[Na+],prop-2-yn-1-ol|oxolane|4-bromobutoxymethylbenzene|hydride|sodium(1+),C#CCOCCCCOCc1ccccc1,4-prop-2-ynoxybutoxymethylbenzene,,,
BrCCCCBr.CCCC[N+](CCCC)(CCCC)CCCC.COc1ccc(CCO)cc1.[Na+].[OH-].O.O=S(=O)([O-])O,"1,4-dibromobutane|tetrabutylazanium|2-(4-methoxyphenyl)ethanol|sodium(1+)|hydroxide|oxidane|hydrogen sulfate",COc1ccc(CCOCCCCBr)cc1,1-[2-(4-bromobutoxy)ethyl]-4-methoxybenzene,,,
CC(=O)OC(C)=O.Nc1ccccc1,acetyl acetate|aniline,CC(=O)Nc1ccccc1,N-phenylacetamide,,,
CCO.CCO.CC(CCCl)C(=O)Nc1cc(C(C)(C)C)ns1.[K+].[OH-].O.O,"ethanol|ethanol|N-(3-tert-butyl-1,2-thiazol-5-yl)-4-chloro-2-methylbutanamide|potassium(1+)|hydroxide|oxidane|oxidane",CC1CCN(c2cc(C(C)(C)C)ns2)C1=O,"1-(3-tert-butyl-1,2-thiazol-5-yl)-3-methylpyrrolidin-2-one",,,
CCN1CC2OC2C1.ClCCl.CCOc1ccccc1O.Cl,3-ethyl-6-oxa-3-azabicyclo[3.1.0]hexane|dichloromethane|2-ethoxyphenol|chlorane,CCOc1ccccc1OC1CN(CC)CC1O,4-(2-ethoxyphenoxy)-1-ethylpyrrolidin-3-ol,,,
COC(=O)c1cc(Br)cc2[nH]ccc12.[H-].CC(C)I.[Na+].CN(C)C=O.O,"methyl 6-bromo-1H-indole-4-carboxylate|hydride|2-iodopropane|sodium(1+)|N,N-dimethylformamide|oxidane",COC(=O)c1cc(Br)cc2c1ccn2C(C)C,methyl 6-bromo-1-propan-2-ylindole-4-carboxylate,,,
CC(C)(C)OC(=O)N1CCCC1CO.CCN(CC)CC.CS(=O)(=O)Cl,"tert-butyl 2-(hydroxymethyl)pyrrolidine-1-carboxylate|N,N-diethylethanamine|methanesulfonyl chloride",CC(C)(C)OC(=O)N1CCCC1COS(C)(=O)=O,tert-butyl 2-(methylsulfonyloxymethyl)pyrrolidine-1-carboxylate,,,
C(c1c(ccc2ccccc12)O)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,2-hydroxynaphthalene-1-carbaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3c(ccc4ccccc34)O)c(NC3CCCCC3)n2c1,"1-[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]naphthalen-2-ol",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1c2ccccc2c(c2ccccc12)[Cl])=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,10-chloroanthracene-9-carbaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3c4ccccc4c(c4ccccc34)[Cl])c(NC3CCCCC3)n2c1,"2-(10-chloroanthracen-9-yl)-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1ccc(cc1[Cl])O)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,2-chloro-4-hydroxybenzaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3ccc(cc3[Cl])O)c(NC3CCCCC3)n2c1,"3-chloro-4-[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]phenol",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.C(c1c(cnc2c1cc[nH]2)[Cl])=O,"5-methylpyridin-2-amine|isocyanocyclohexane|5-chloro-1H-pyrrolo[2,3-b]pyridine-4-carbaldehyde",Cc1ccc2nc(c3c(cnc4c3cc[nH]4)[Cl])c(NC3CCCCC3)n2c1,"2-(5-chloro-1H-pyrrolo[2,3-b]pyridin-4-yl)-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
